listing_id,location,property_type,rooms,bathrooms,car_parks,size_sqft,furnished,monthly_rent,date_listed,agent_rating
KV100076,Setapak,Condominium,4.0,3.0,3.0,"1,110 sq. ft.",Partly Furnished,"RM 2,100",2025-03-30,4.7
KV101139,Bangsar,Serviced Residence,,3.0,2.0,"1,270 sq. ft.",Not Furnished,"RM 5,150",2026-05-28,2.6
KV100371,Setapak,Condominium,2.0,1.0,,"1,080 sq. ft.",partially furnished,"RM 2,100",2026-01-06,3.5
KV100180,CYBERJAYA,Serviced Residence,,2.0,2.0,900 sq. ft.,Fully Furnished,"RM 2,450",11/04/2025,3.3
KV101184,KLCC,Studio,1.0,1.0,-0.0,450 sq. ft.,Not Furnished,"RM 2,150",2025-08-30,3.5
KV100577,Shah Alam,Studio,1.0,1.0,0.0,300 sq. ft.,Fully Furnished,RM 800,2025-03-17,3.9
KV101172,Mont Kiara,Condominium,3.0,2.0,0.0,"1,140 sq. ft.",Fully Furnished,"RM 4,950",2025-04-06,4.8
KV100862,Cheras,Apartment,4.0,4.0,2.0,"1,030 sq. ft.",Partially Furnished,"RM 2,050",2025-10-02,3.8
KV101056,Cyberjaya,Apartment,3.0,3.0,2.0,880 sq. ft.,Fully Furnished,"-RM 1,200",11/02/2026,4.1
KV101047,CYBERJAYA,Apartment,4.0,3.0,3.0,760 sq. ft.,Partially Furnished,"RM 1,600",05/07/2025,4.1
KV101049,Puchong,Condominium,3.0,2.0,0.0,"1,220 sq. ft.",Fully Furnished,"RM 2,800",2025-07-01,3.7
KV100589,  Puchong ,Terrace House,4.0,3.0,,"1,450 sq. ft.",Fully Furnished,"RM 2,900",2026-05-27,3.8
KV100824,Puchong  ,Condominium,4.0,3.0,2.0,"1,280 sq. ft.",Not Furnished,"RM 2,200",2025-05-14,4.6
KV101018,Setapak,Serviced Residence,3.0,,,980 sq. ft.,Unfurnished,"RM 1,900",2026-08-01,
KV100311,Puchong,Serviced Residence,4.0,4.0,2.0,700 sq. ft.,Partially Furnished,"RM 1,550",2025-11-18,3.7
KV100950,MONT KIARA,Terrace House,4.0,3.0,,"1,700 sq. ft.",not furnished,"RM 5,000",2025-11-23,2.9
KV100037,Shah Alam,Condominium,3.0,2.0,2.0,"19,441 sq. ft.",Fully Furnished,"RM 2,150",2025-06-26,3.6
KV100353,Ampang,Apartment,2.0,1.0,0.0,940 sq. ft.,Partially Furnished,"RM 2,550",2025-11-09,6.5
KV101131,Petaling Jaya,Condominium,3.0,2.0,2.0,"1,040 sq. ft.",Fully Furnished,"RM 3,300",29/07/2026,4.1
KV100236,KLCC,Serviced Residence,3.0,2.0,2.0,"12,078 sq. ft.",Fully Furnished,"RM 5,550",2025-05-29,
KV100999,CHERAS,Condominium,99.0,3.0,2.0,820 sq. ft.,Full Furnished,"RM 1,850",13/08/2026,4.3
KV100499,MONT KIARA,Condominium,4.0,3.0,2.0,870 sq. ft.,Partially Furnished,"RM 3,450",2026-08-19,4.5
KV100553,Cheras,Studio,1.0,1.0,-0.0,480 sq. ft.,Fully Furnished,"RM 1,150",2026-06-21,3.7
KV100055,Kajang,Condominium,4.0,3.0,2.0,940 sq. ft.,FULLY FURNISHED,"RM 1,900",2025-12-27,3.8
KV100302,KLCC  ,Apartment,4.0,3.0,2.0,"9,595 sq. ft.",,"RM 3,300",2026-08-24,3.5
KV100286,Subang Jaya  ,Apartment,4.0,3.0,3.0,840 sq. ft.,Fully Furnished,"RM 2,150",2025-04-19,3.7
KV100855,Bangsar,Serviced Residence,2.0,,,980 sq. ft.,Fully Furnished,"RM 4,350",17/08/2026,4.0
KV100219,KLCC,Condominium,2.0,,2.0,"1,540 sq. ft.",Partially Furnished,"RM 6,700",25/12/2025,3.6
KV100860,Mont Kiara,Condominium,4.0,3.0,1.0,820 sq. ft.,,"RM 3,850",2025-06-29,4.0
KV100387,Bangsar,Serviced Residence,4.0,3.0,2.0,"1,080 sq. ft.",Fully Furnished,"RM 5,300",13/08/2025,4.4
KV100785,bangsar,Apartment,3.0,3.0,2.0,650 sq. ft.,Not Furnished,"RM 2,000",2025-04-07,4.8
KV100390,Kajang,Apartment,2.0,2.0,2.0,"1,110 sq. ft.",partially furnished,"RM 1,850",15/12/2025,3.7
KV100352,Subang Jaya,Condominium,2.0,1.0,2.0,"15,800 sq. ft.",PARTIALLY FURNISHED,"RM 2,800",2026-06-01,
KV100193,KLCC,Serviced Residence,3.0,3.0,0.0,940 sq. ft.,Partially Furnished,"RM 4,500",2026-06-15,
KV100235,Puchong,Apartment,,2.0,2.0,"1,190 sq. ft.",Partially Furnished,"RM 2,250",2025-12-12,4.0
KV101044,Puchong,Studio,1.0,1.0,-0.0,400 sq. ft.,Not Furnished,RM 850,16/12/2025,4.2
KV100480,Petaling Jaya,Apartment,4.0,3.0,,990 sq. ft.,Partly Furnished,"-RM 1,200",18/03/2025,4.0
KV100567,Kajang,Condominium,2.0,2.0,,"1,030 sq. ft.",Partially Furnished,"RM 1,350",22/12/2025,3.3
KV100116,Cyberjaya,Studio,1.0,1.0,0.0,400 sq. ft.,Partially Furnished,RM 950,2025-08-21,3.7
KV100928,Ampang,Condominium,4.0,4.0,,"1,200 sq. ft.",Not Furnished,"RM 3,500",2026-04-11,3.9
KV100653,Setapak,Terrace House,3.0,2.0,2.0,"2,020 sq. ft.",Partially Furnished,"RM 2,800",2025-10-29,3.0
KV101128,MONT KIARA,Condominium,2.0,2.0,0.0,,Fully Furnished,"RM 6,050",01/06/2025,3.5
KV101142,Subang Jaya,Condominium,4.0,,2.0,"1,210 sq. ft.",FULLY FURNISHED,"RM 3,400",2026-01-11,
KV100816,  KLCC ,Serviced Residence,2.0,1.0,1.0,"1,160 sq. ft.",,"RM 5,650",15/10/2025,3.3
KV100829,Setapak,Serviced Residence,4.0,4.0,2.0,990 sq. ft.,Fully Furnished,"RM 2,400",2026-05-16,5.0
KV100120,Setapak,Condominium,4.0,4.0,1.0,"1,280 sq. ft.",Partially Furnished,"RM 2,450",31/10/2025,4.5
KV100874,Mont Kiara,Condominium,4.0,4.0,2.0,"1,220 sq. ft.",FULLY FURNISHED,"RM 6,600",2026-05-29,4.7
KV101053,Puchong,Serviced Residence,3.0,3.0,2.0,950 sq. ft.,Partially Furnished,"RM 2,050",08/04/2026,3.8
KV100825,Subang Jaya,Apartment,4.0,3.0,2.0,860 sq. ft.,FULLY FURNISHED,"RM 2,450",13/07/2026,2.8
KV100062,Setapak,Condominium,3.0,2.0,2.0,"1,050 sq. ft.",Partially Furnished,"-RM 1,200",2025-06-23,4.4
KV101148,KLCC,Condominium,2.0,1.0,1.0,"1,160 sq. ft.",fully furnished,"RM 6,500",2026-05-17,3.0
KV100453,Shah Alam,Apartment,2.0,2.0,,"1,030 sq. ft.",Fully Furnished,"RM 2,000",13/04/2025,3.3
KV100515,Ampang,Condominium,3.0,,2.0,"1,410 sq. ft.",Fully Furnished,"RM 5,100",2025-11-04,4.8
KV100570,bangsar,Terrace House,3.0,2.0,2.0,"1,380 sq. ft.",Partially Furnished,"RM 4,900",18/03/2026,5.0
KV100223,Ampang,Condominium,3.0,2.0,2.0,"1,190 sq. ft.",Not Furnished,"RM 3,100",2026-07-30,4.3
KV100613,Cheras  ,Serviced Residence,2.0,2.0,,760 sq. ft.,Partially Furnished,"RM 1,650",2026-01-01,4.9
KV100221,Setapak,Condominium,3.0,2.0,2.0,"1,040 sq. ft.",Not Furnished,"RM 1,950",2025-08-20,3.6
KV101026,subang jaya,Condominium,3.0,3.0,,"1,070 sq. ft.",Not Furnished,"RM 2,400",23/03/2026,
KV101048,Bangsar,Studio,1.0,1.0,,400 sq. ft.,Fully Furnished,RM 0,2026-06-18,3.8
KV100465,Kajang,Apartment,4.0,4.0,1.0,930 sq. ft.,Partly Furnished,"RM 1,400",30/07/2026,4.5
KV100052,Puchong,Apartment,4.0,3.0,,790 sq. ft.,Partly Furnished,"RM 1,500",2025-12-19,4.1
KV101129,Subang Jaya,Condominium,3.0,2.0,2.0,"1,250 sq. ft.",Fully Furnished,"RM 4,300",2025-08-20,3.5
KV100485,  Shah Alam ,Condominium,3.0,2.0,,"1,460 sq. ft.",Fully Furnished,"RM 4,000",2025-12-08,4.0
KV100493,Cyberjaya,Studio,1.0,1.0,2.0,490 sq. ft.,not furnished,"RM 1,150",2026-01-19,4.7
KV100984,Setapak,Apartment,2.0,1.0,,"1,180 sq. ft.",fully furnished,"RM 2,650",11/08/2026,5.0
KV100155,KAJANG,Serviced Residence,4.0,3.0,1.0,"1,070 sq. ft.",Fully Furnished,"RM 2,550",2025-05-23,3.7
KV100982,KLCC,Studio,1.0,1.0,0.0,450 sq. ft.,FULLY FURNISHED,"RM 2,750",2026-02-16,4.1
KV100600,Cheras,Condominium,4.0,3.0,1.0,"1,140 sq. ft.",Partially Furnished,"RM 2,600",02/07/2026,3.7
KV101199,Kajang,Serviced Residence,3.0,3.0,,920 sq. ft.,Fully Furnished,"RM 2,250",2025-09-21,
KV100248,Bangsar,Terrace House,3.0,2.0,,"1,700 sq. ft.",Fully Furnished,"RM 7,050",2025-12-20,3.8
KV100441,SETAPAK,Apartment,3.0,3.0,2.0,840 sq. ft.,Not Furnished,"RM 1,400",05/01/2026,3.9
KV101119,Shah Alam  ,Serviced Residence,3.0,2.0,,"1,000 sq. ft.",FULLY FURNISHED,"RM 2,750",08/02/2026,4.0
KV101132,Puchong,Serviced Residence,3.0,2.0,2.0,,Partially Furnished,"RM 2,000",2025-10-24,3.6
KV100542,Petaling Jaya,Apartment,2.0,1.0,2.0,890 sq. ft.,Partially Furnished,"RM 1,950",2025-07-19,
KV100701,Bangsar  ,Apartment,3.0,2.0,2.0,710 sq. ft.,Partially Furnished,"RM 2,600",2025-11-29,3.0
KV100117,  Cyberjaya ,Apartment,4.0,3.0,2.0,900 sq. ft.,,"RM 2,200",28/05/2026,4.3
KV100794,Bangsar,Condominium,3.0,2.0,2.0,940 sq. ft.,Partially Furnished,"RM 3,750",2026-02-01,3.9
KV100628,Puchong,Apartment,3.0,3.0,,740 sq. ft.,,"RM 1,200",2025-04-19,4.1
KV100760,Kajang,Condominium,3.0,2.0,2.0,970 sq. ft.,Not Furnished,"RM 1,300",2026-01-31,3.8
KV101146,Ampang  ,Condominium,3.0,3.0,0.0,"1,600 sq. ft.",Full Furnished,"RM 5,450",10/06/2026,4.8
KV100291,cyberjaya,Condominium,3.0,3.0,0.0,"1,360 sq. ft.",,"RM 3,600",06/11/2025,3.9
KV101075,KLCC,Serviced Residence,4.0,3.0,2.0,900 sq. ft.,Fully Furnished,"RM 5,450",2026-08-13,3.8
KV100381,AMPANG,Terrace House,5.0,5.0,2.0,"1,800 sq. ft.",Partially Furnished,"RM 4,150",21/05/2025,3.9
KV101195,Cheras  ,Condominium,,3.0,,950 sq. ft.,Not Furnished,"RM 2,000",2026-02-02,
KV100870,PUCHONG,Condominium,2.0,2.0,,"1,340 sq. ft.",Partially Furnished,"RM 2,450",10/07/2026,2.7
KV100200,Bangsar,Condominium,3.0,2.0,2.0,"1,240 sq. ft.",Fully Furnished,"RM 5,450",2025-07-25,4.3
KV100596,Subang Jaya,Apartment,4.0,3.0,2.0,750 sq. ft.,Partially Furnished,"RM 1,600",2025-11-27,4.5
KV101038,Cyberjaya,Apartment,2.0,1.0,0.0,760 sq. ft.,Partially Furnished,"RM 1,700",03/04/2026,4.1
KV101173,  Petaling Jaya ,Serviced Residence,3.0,3.0,,620 sq. ft.,Not Furnished,"RM 1,350",18/09/2025,4.1
KV100496,Ampang,Apartment,2.0,2.0,2.0,670 sq. ft.,Fully Furnished,"RM 2,000",2025-09-08,
KV100757,Petaling Jaya,Terrace House,4.0,3.0,2.0,"1,660 sq. ft.",Fully Furnished,"RM 4,050",2025-11-03,5.0
KV101008,Mont Kiara  ,Serviced Residence,3.0,2.0,2.0,810 sq. ft.,Fully Furnished,"RM 3,950",20/05/2026,3.6
KV100505,Cheras,Terrace House,5.0,5.0,3.0,"1,610 sq. ft.",Fully Furnished,"RM 3,500",2025-09-15,
KV100348,Shah Alam,Apartment,2.0,1.0,2.0,"1,150 sq. ft.",Fully Furnished,"RM 3,250",21/06/2026,4.2
KV101179,Subang Jaya  ,Apartment,2.0,1.0,1.0,760 sq. ft.,Fully Furnished,"RM 1,950",05/08/2025,2.9
KV100345,PETALING JAYA,Terrace House,5.0,,2.0,"1,960 sq. ft.",Fully Furnished,"RM 5,200",16/05/2025,3.8
KV100340,Ampang,Serviced Residence,2.0,,,"1,070 sq. ft.",,"RM 3,850",2025-08-14,
KV100615,Puchong  ,Studio,99.0,1.0,,,FULLY FURNISHED,RM 850,05/01/2026,4.8
KV100154,Cyberjaya,Serviced Residence,4.0,3.0,2.0,"1,060 sq. ft.",Fully Furnished,"RM 3,100",2026-07-25,3.7
KV101140,Mont Kiara  ,Condominium,3.0,2.0,2.0,"1,590 sq. ft.",Fully Furnished,"RM 7,150",31/05/2025,3.7
KV100813,PETALING JAYA,Condominium,,2.0,2.0,"1,350 sq. ft.",Partially Furnished,"RM 3,850",11/11/2025,3.6
KV100077,Bangsar,Condominium,4.0,4.0,1.0,930 sq. ft.,,"RM 4,700",2026-05-31,
KV100287,Petaling Jaya,Apartment,2.0,1.0,0.0,800 sq. ft.,Not Furnished,"RM 1,700",2025-06-12,4.4
KV100322,SETAPAK,Condominium,3.0,,2.0,900 sq. ft.,Partially Furnished,"RM 1,800",2025-09-10,3.8
KV100878,Petaling Jaya  ,Apartment,3.0,2.0,2.0,860 sq. ft.,Not Furnished,"RM 1,850",2026-08-12,3.2
KV100877,Mont Kiara,Condominium,4.0,3.0,1.0,"1,260 sq. ft.",,"RM 5,450",2025-09-24,4.2
KV101106,Setapak,Studio,1.0,1.0,,520 sq. ft.,Fully Furnished,"RM 1,200",2025-05-05,4.1
KV100082,Bangsar  ,Studio,1.0,,0.0,360 sq. ft.,Not Furnished,"RM 1,550",2025-05-25,4.3
KV100845,BANGSAR,Apartment,2.0,1.0,2.0,830 sq. ft.,fully furnished,"RM 2,750",2026-03-30,3.9
KV100464,Petaling Jaya,Condominium,3.0,2.0,2.0,"1,270 sq. ft.",Partially Furnished,"RM 2,850",2026-06-17,4.2
KV100861,Kajang,Serviced Residence,2.0,1.0,1.0,"20,498 sq. ft.",Fully Furnished,"RM 1,900",21/07/2026,3.9
KV101023,Shah Alam,Serviced Residence,2.0,1.0,1.0,970 sq. ft.,Not Furnished,"RM 2,600",25/08/2025,2.9
KV100878,Petaling Jaya  ,Apartment,3.0,2.0,2.0,860 sq. ft.,Not Furnished,"RM 1,850",2026-08-12,3.2
KV100810,  Petaling Jaya ,Condominium,4.0,3.0,3.0,"1,070 sq. ft.",Fully Furnished,"RM 3,150",24/10/2025,5.0
KV100333,Puchong,Condominium,4.0,3.0,2.0,"1,050 sq. ft.",Full Furnished,"RM 2,400",10/12/2025,4.3
KV100010,KLCC,Condominium,4.0,4.0,2.0,"1,190 sq. ft.",Partially Furnished,"RM 5,750",2025-06-26,4.1
KV100738,Bangsar,Condominium,3.0,2.0,2.0,"1,060 sq. ft.",fully furnished,"RM 5,300",19/08/2025,3.4
KV100470,Cyberjaya  ,Condominium,3.0,2.0,2.0,960 sq. ft.,Not Furnished,"RM 1,700",2026-02-01,4.7
KV100032,BANGSAR,Condominium,4.0,3.0,3.0,"1,140 sq. ft.",Fully Furnished,"RM 5,800",2025-12-25,3.8
KV100902,Subang Jaya,Apartment,3.0,,0.0,920 sq. ft.,Partially Furnished,"RM 2,200",2026-08-12,3.1
KV100413,Setapak,Apartment,2.0,,,"1,250 sq. ft.",FULLY FURNISHED,"RM 2,300",2025-12-04,5.0
KV100580,Bangsar,Condominium,2.0,1.0,1.0,"1,140 sq. ft.",Fully Furnished,"RM 4,800",2025-10-28,4.0
KV100382,Kajang,Serviced Residence,4.0,3.0,2.0,"1,040 sq. ft.",Partially Furnished,"RM 1,750",2026-01-27,4.9
KV100881,KLCC  ,Serviced Residence,4.0,4.0,2.0,990 sq. ft.,Fully Furnished,"RM 6,200",2025-07-15,
KV101028,Petaling Jaya,Terrace House,5.0,4.0,2.0,"1,460 sq. ft.",Partially Furnished,"RM 2,800",2026-02-09,4.3
KV101169,KLCC,Condominium,3.0,2.0,,"1,060 sq. ft.",Partially Furnished,"RM 5,000",2026-08-25,3.8
KV100895,AMPANG,Serviced Residence,2.0,2.0,2.0,"1,140 sq. ft.",Fully Furnished,"RM 4,050",2026-01-11,4.3
KV101193,  Cyberjaya ,Apartment,4.0,4.0,1.0,,FULLY FURNISHED,"RM 1,550",2026-06-04,4.2
KV100378,Petaling Jaya,Apartment,3.0,2.0,2.0,840 sq. ft.,Partly Furnished,"RM 2,350",10/02/2026,3.8
KV100089,Mont Kiara,Condominium,3.0,2.0,,"1,210 sq. ft.",Fully Furnished,"RM 6,050",2025-07-31,
KV101167,Ampang,Studio,1.0,1.0,,400 sq. ft.,Fully Furnished,"RM 1,650",29/08/2026,3.0
KV100601,Mont Kiara,Condominium,3.0,2.0,2.0,"1,220 sq. ft.",Fully Furnished,"RM 6,050",2025-05-27,4.8
KV100213,cyberjaya,Condominium,2.0,1.0,2.0,"1,110 sq. ft.",Fully Furnished,"RM 2,850",10/06/2026,3.5
KV100332,Setapak,Serviced Residence,4.0,3.0,3.0,880 sq. ft.,Not Furnished,"RM 1,750",2025-10-23,4.6
KV100133,Mont Kiara,Serviced Residence,3.0,2.0,0.0,630 sq. ft.,Not Furnished,"RM 2,550",2026-04-12,3.5
KV100346,Ampang,Serviced Residence,3.0,2.0,2.0,"1,050 sq. ft.",Fully Furnished,"RM 3,750",2026-07-17,3.4
KV100918,Shah Alam,Apartment,2.0,1.0,,"1,070 sq. ft.",Full Furnished,"RM 2,500",23/12/2025,3.3
KV100007,Ampang,Condominium,4.0,3.0,,860 sq. ft.,Partially Furnished,"RM 2,700",2025-04-23,2.7
KV100899,Setapak,Serviced Residence,2.0,1.0,,800 sq. ft.,,"RM 1,750",2025-04-03,3.6
KV100320,Cyberjaya,Apartment,4.0,4.0,1.0,750 sq. ft.,Partially Furnished,"RM 1,600",2025-04-09,
KV101078,cheras,Serviced Residence,4.0,3.0,2.0,"1,210 sq. ft.",Partially Furnished,"RM 3,250",2025-09-26,4.3
KV100187,KLCC,Terrace House,5.0,,2.0,"1,490 sq. ft.",Full Furnished,"RM 5,950",2025-05-08,3.9
KV100634,Setapak,Terrace House,5.0,4.0,2.0,"1,530 sq. ft.",Fully Furnished,"RM 3,000",2026-02-20,3.2
KV100552,  Kajang ,Terrace House,5.0,4.0,2.0,"1,620 sq. ft.",Fully Furnished,"RM 2,250",19/04/2025,4.0
KV100304,Puchong,Serviced Residence,4.0,3.0,,970 sq. ft.,Fully Furnished,RM 0,2025-05-30,3.8
KV100031,Petaling Jaya,Apartment,4.0,3.0,3.0,950 sq. ft.,partially furnished,"RM 50,293",2026-08-03,5.0
KV100891,  Cheras ,Serviced Residence,2.0,1.0,,"1,080 sq. ft.",Partially Furnished,"RM 1,950",23/11/2025,5.0
KV100684,Shah Alam,Condominium,3.0,2.0,0.0,"1,130 sq. ft.",PARTIALLY FURNISHED,"RM 2,600",28/10/2025,3.8
KV101110,PETALING JAYA,Serviced Residence,4.0,,,"1,260 sq. ft.",Fully Furnished,"RM 4,000",15/03/2026,3.5
KV100240,Bangsar,Apartment,3.0,2.0,2.0,970 sq. ft.,Partially Furnished,"RM 3,650",18/04/2025,3.6
KV100067,Puchong,Condominium,4.0,3.0,1.0,"1,410 sq. ft.",Fully Furnished,"RM 2,750",2026-01-13,3.5
KV100174,Puchong,Studio,1.0,1.0,,440 sq. ft.,Fully Furnished,"RM 1,200",01/08/2025,4.1
KV100766,PUCHONG,Condominium,3.0,2.0,2.0,830 sq. ft.,Partially Furnished,"RM 1,700",2025-08-05,3.6
KV100352,Subang Jaya,Condominium,2.0,1.0,2.0,"15,800 sq. ft.",PARTIALLY FURNISHED,"RM 2,800",2026-06-01,
KV100245,cheras,Serviced Residence,3.0,2.0,0.0,880 sq. ft.,Fully Furnished,"RM 2,100",2026-05-21,4.3
KV100056,KLCC,Condominium,,3.0,,960 sq. ft.,Not Furnished,"RM 3,800",2026-08-01,3.1
KV100630,  Ampang ,Apartment,2.0,1.0,1.0,870 sq. ft.,Fully Furnished,"RM 2,500",22/07/2026,3.9
KV100583,  Kajang ,Studio,1.0,1.0,0.0,420 sq. ft.,Not Furnished,RM 750,2025-04-04,4.0
KV101103,Petaling Jaya  ,Apartment,3.0,3.0,,"1,030 sq. ft.",partially furnished,"RM 2,150",2025-07-24,4.4
KV100145,Ampang,Apartment,3.0,2.0,0.0,920 sq. ft.,Full Furnished,"RM 3,050",2025-10-06,3.7
KV100090,Cheras,Terrace House,5.0,5.0,2.0,"1,640 sq. ft.",Fully Furnished,"RM 3,400",01/05/2026,4.6
KV101150,  Shah Alam ,Studio,1.0,1.0,-0.0,470 sq. ft.,partially furnished,"RM 1,200",2026-06-06,3.8
KV100392,  Shah Alam ,Condominium,4.0,4.0,2.0,"1,080 sq. ft.",Fully Furnished,"RM 2,700",2025-12-13,4.5
KV100912,Ampang,Condominium,4.0,4.0,3.0,"1,190 sq. ft.",Fully Furnished,"RM 3,300",29/06/2025,3.8
KV100682,Bangsar,Serviced Residence,3.0,2.0,2.0,960 sq. ft.,Partially Furnished,"RM 4,400",2026-08-19,4.1
KV100310,Puchong,Condominium,3.0,2.0,0.0,"1,350 sq. ft.",PARTIALLY FURNISHED,"RM 2,600",2025-05-11,4.2
KV100359,cheras,Condominium,2.0,1.0,0.0,"1,180 sq. ft.",Not Furnished,"RM 2,450",2026-03-22,4.0
KV100093,Subang Jaya,Condominium,3.0,2.0,,"1,020 sq. ft.",Fully Furnished,"RM 3,250",29/08/2025,
KV101021,Cyberjaya  ,Apartment,4.0,,3.0,660 sq. ft.,Partially Furnished,"RM 1,550",2026-06-07,4.4
KV101058,Subang Jaya,Condominium,2.0,1.0,1.0,"1,320 sq. ft.",Partially Furnished,"RM 3,400",2025-12-16,4.5
KV100376,Kajang,Apartment,3.0,2.0,,"1,020 sq. ft.",Fully Furnished,"RM 1,700",2025-11-24,4.0
KV100243,  Setapak ,Terrace House,3.0,2.0,2.0,"1,720 sq. ft.",Partially Furnished,"RM 2,550",17/11/2025,3.8
KV101112,Cheras,Condominium,4.0,4.0,2.0,"1,060 sq. ft.",Partially Furnished,"RM 2,100",2025-10-28,3.4
KV100087,Puchong,Apartment,3.0,2.0,,770 sq. ft.,Fully Furnished,"RM 1,700",05/02/2026,3.2
KV100214,Mont Kiara,Apartment,3.0,2.0,2.0,"1,230 sq. ft.",Fully Furnished,"RM 4,500",2026-05-30,
KV100444,Kajang  ,Apartment,3.0,2.0,,960 sq. ft.,Not Furnished,"RM 1,400",05/11/2025,4.1
KV100173,MONT KIARA,Serviced Residence,,2.0,,830 sq. ft.,Not Furnished,"RM 3,700",2026-03-15,2.6
KV101194,SHAH ALAM,Serviced Residence,3.0,2.0,0.0,910 sq. ft.,Fully Furnished,"RM 2,600",08/07/2025,4.3
KV100425,  Subang Jaya ,Apartment,3.0,3.0,0.0,770 sq. ft.,Full Furnished,"RM 1,850",2025-07-24,4.6
KV101074,Setapak,Condominium,3.0,3.0,0.0,"1,170 sq. ft.",Fully Furnished,"RM 2,950",28/02/2026,3.7
KV100118,Ampang,Terrace House,5.0,4.0,2.0,"1,770 sq. ft.",Fully Furnished,"RM 5,550",2025-06-15,4.7
KV100119,Kajang,Condominium,3.0,3.0,0.0,"1,490 sq. ft.",Partially Furnished,"RM 2,600",2025-03-26,3.5
KV100978,Cyberjaya,Serviced Residence,2.0,1.0,,"1,090 sq. ft.",Full Furnished,"RM 3,150",13/11/2025,3.5
KV101189,Ampang,Terrace House,3.0,2.0,0.0,"1,270 sq. ft.",Fully Furnished,"RM 3,250",2025-03-30,4.1
KV100000,Shah Alam,Apartment,4.0,3.0,1.0,820 sq. ft.,Fully Furnished,"RM 2,300",30/05/2025,3.6
KV100394,Kajang,Serviced Residence,4.0,3.0,1.0,820 sq. ft.,Partially Furnished,"RM 1,500",2026-02-08,3.5
KV100401,Kajang,Condominium,2.0,2.0,1.0,"1,140 sq. ft.",Fully Furnished,"RM 2,150",2025-10-26,3.8
KV100404,Cheras,Condominium,3.0,,0.0,"1,290 sq. ft.",Partially Furnished,"RM 2,400",2025-11-27,4.2
KV100897,Setapak,Condominium,3.0,2.0,2.0,"1,180 sq. ft.",NOT FURNISHED,"RM 2,000",24/02/2026,3.5
KV101083,Bangsar,Apartment,2.0,1.0,2.0,910 sq. ft.,Partially Furnished,"RM 3,900",16/01/2026,3.2
KV100162,Cyberjaya,Serviced Residence,4.0,4.0,,780 sq. ft.,Partially Furnished,"RM 1,850",15/12/2025,4.7
KV100114,  Petaling Jaya ,Apartment,2.0,1.0,0.0,,Unfurnished,"-RM 1,200",10/04/2026,
KV100670,Setapak,Serviced Residence,4.0,3.0,,760 sq. ft.,Partially Furnished,"RM 1,500",2025-08-21,
KV100150,Petaling Jaya,Serviced Residence,4.0,4.0,2.0,"1,290 sq. ft.",FULLY FURNISHED,"RM 4,200",17/07/2025,3.4
KV100853,Cheras,Studio,1.0,1.0,0.0,410 sq. ft.,Partially Furnished,RM 850,2025-05-07,4.0
KV101014,Mont Kiara  ,Serviced Residence,2.0,2.0,1.0,"1,010 sq. ft.",Partially Furnished,"RM 3,950",13/03/2025,4.2
KV100561,mont kiara,Condominium,3.0,2.0,,"1,130 sq. ft.",Partially Furnished,"RM 4,650",16/11/2025,3.1
KV100368,Bangsar,Apartment,2.0,,,760 sq. ft.,Not Furnished,"RM 51,624",2025-12-07,3.8
KV100543,Mont Kiara,Apartment,4.0,3.0,,530 sq. ft.,Partially Furnished,"RM 2,050",16/04/2025,4.4
KV100477,Ampang,Condominium,4.0,3.0,,"1,360 sq. ft.",Partially Furnished,"RM 4,350",04/05/2025,3.5
KV101164,Cheras,Condominium,3.0,2.0,,760 sq. ft.,Partially Furnished,"RM 1,950",16/12/2025,4.0
KV100532,Petaling Jaya  ,Studio,1.0,1.0,0.0,450 sq. ft.,Not Furnished,"RM 1,250",2026-07-06,5.0
KV100625,Kajang,Serviced Residence,3.0,3.0,2.0,890 sq. ft.,FULLY FURNISHED,"RM 2,300",2025-07-31,2.5
KV100692,subang jaya,Studio,1.0,1.0,2.0,420 sq. ft.,Partially Furnished,"RM 1,100",2026-05-17,5.0
KV100512,Subang Jaya,Apartment,3.0,2.0,2.0,940 sq. ft.,FULLY FURNISHED,"RM 2,250",2026-08-14,3.5
KV100856,KAJANG,Condominium,2.0,1.0,1.0,940 sq. ft.,FULLY FURNISHED,"RM 1,850",2025-12-11,3.9
KV100072,Subang Jaya,Terrace House,5.0,4.0,2.0,"1,920 sq. ft.",Not Furnished,"RM 3,350",17/04/2025,4.3
KV100920,Cheras,Serviced Residence,4.0,4.0,2.0,940 sq. ft.,partially furnished,"RM 2,100",2025-07-18,2.9
KV100807,Mont Kiara,Serviced Residence,3.0,3.0,,770 sq. ft.,partially furnished,"RM 3,400",27/08/2025,
KV100258,cyberjaya,Serviced Residence,3.0,2.0,,"1,070 sq. ft.",Fully Furnished,"RM 3,050",01/05/2025,4.9
KV100624,Cyberjaya,Serviced Residence,4.0,3.0,3.0,"1,090 sq. ft.",Unfurnished,"RM 2,250",02/02/2026,
KV100826,Bangsar  ,Terrace House,5.0,4.0,2.0,"1,370 sq. ft.",Partially Furnished,"RM 4,050",2026-03-29,3.7
KV100234,Shah Alam,Studio,1.0,1.0,-0.0,460 sq. ft.,FULLY FURNISHED,RM 0,22/12/2025,4.2
KV100135,Petaling Jaya,Serviced Residence,4.0,,2.0,"1,120 sq. ft.",Not Furnished,"RM 3,250",23/06/2025,5.0
